-2,0,Age,Attrition,Attrition Count,Attrition Rate,Business Travel,CF_age band,CF_attrition label,CF_current Employee,Daily Rate,Department,Sum of Distance From Home,Education Field,Education,emp no,Employee Count,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income,Monthly Rate,Num Companies Worked,Over Time,Over18,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Sort Age,Stock Option Level,Total Working Years,Training Times Last Year,Work Life Balance,Years At Company,Years With Curr Manager,Years Since Last Promotion,Years In Current Role
-2,0,35,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1349,R&D,7,Life Sciences,Associates Degree,STAFF-1601,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,Y,18,3,4,80,3,1,1,5,2,1,1,0,0
-2,0,35,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1361,Sales,17,Life Sciences,Master's Degree,STAFF-1218,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,Y,15,3,4,80,3,3,15,2,3,7,7,1,7
-2,0,35,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1370,R&D,27,Life Sciences,Master's Degree,STAFF-1728,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,Y,16,3,2,80,3,1,17,3,3,7,7,0,7
-2,0,35,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1395,R&D,9,Medical,Master's Degree,STAFF-2008,1,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,No,Y,19,3,2,80,3,0,10,5,3,10,8,0,7
-2,0,35,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1402,Sales,28,Life Sciences,Master's Degree,STAFF-1554,1,1554,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,Y,23,4,1,80,3,2,6,5,3,5,2,4,3
-2,0,35,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1490,R&D,11,Medical,Master's Degree,STAFF-2003,1,2003,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Yes,Y,11,3,3,80,3,1,5,3,3,2,2,2,2
-2,0,35,Yes,1,100.00%,Travel_Frequently,35 - 44,Ex-Employees,0,130,R&D,25,Life Sciences,Master's Degree,STAFF-881,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,Y,19,3,1,80,3,1,10,3,2,10,8,7,2
-2,0,35,Yes,1,100.00%,Travel_Frequently,35 - 44,Ex-Employees,0,662,Sales,18,Marketing,Master's Degree,STAFF-1380,1,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,Y,18,3,3,80,3,1,5,0,2,4,2,3,2
-2,0,35,Yes,1,100.00%,Travel_Frequently,35 - 44,Ex-Employees,0,880,Sales,12,Other,Master's Degree,STAFF-1667,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,Y,24,4,1,80,3,0,13,2,4,11,7,6,9
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,104,R&D,2,Life Sciences,Bachelor's Degree,STAFF-1569,1,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,Y,12,3,4,80,3,1,1,2,3,1,0,0,0
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,303,Sales,27,Life Sciences,Bachelor's Degree,STAFF-1797,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Yes,Y,18,3,4,80,3,0,10,2,3,10,7,7,7
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,556,R&D,23,Life Sciences,Associates Degree,STAFF-261,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Yes,Y,13,3,1,80,3,0,8,1,3,1,1,0,0
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,622,R&D,14,Other,Master's Degree,STAFF-1010,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,Y,24,4,4,80,3,1,5,2,1,4,2,0,2
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,737,Sales,10,Medical,Bachelor's Degree,STAFF-1639,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,Y,17,3,3,80,3,0,15,3,3,13,0,6,12
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,763,Sales,15,Medical,Associates Degree,STAFF-1645,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,Y,14,3,4,80,3,2,7,2,2,2,2,2,2
-2,0,35,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,1204,Sales,4,Technical Degree,Bachelor's Degree,STAFF-1100,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,Y,22,4,1,80,3,0,9,2,3,8,7,4,7
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,217,R&D,18,Life Sciences,Master's Degree,STAFF-1133,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,Y,20,4,1,80,3,0,18,0,3,11,9,0,9
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,301,Sales,15,Marketing,Master's Degree,STAFF-2036,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,No,Y,24,4,1,80,3,1,15,4,2,15,11,11,12
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,427,R&D,8,Life Sciences,Bachelor's Degree,STAFF-742,1,742,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,Y,14,3,1,80,3,1,10,2,3,8,5,0,7
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,635,Sales,10,Medical,Master's Degree,STAFF-592,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,Y,14,3,4,80,3,0,10,3,2,10,7,9,3
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,845,Sales,1,Medical,Doctoral Degree,STAFF-479,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,Y,15,3,2,80,3,0,7,6,3,1,0,0,0
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,894,R&D,1,Medical,Master's Degree,STAFF-1662,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,Y,15,3,3,80,3,0,4,6,3,3,2,1,2
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1105,R&D,24,Life Sciences,Master's Degree,STAFF-419,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,Y,15,3,3,80,3,1,11,3,3,9,8,0,8
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1229,Sales,8,Technical Degree,Master's Degree,STAFF-990,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,Y,13,3,4,80,3,2,12,3,3,7,7,0,7
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1351,R&D,9,Life Sciences,Master's Degree,STAFF-1949,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,No,Y,22,4,2,80,3,0,5,3,3,5,2,0,4
-2,0,36,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1434,Sales,8,Life Sciences,Master's Degree,STAFF-789,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,Y,15,3,2,80,3,0,10,1,3,10,9,0,7
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,469,R&D,3,Technical Degree,Bachelor's Degree,STAFF-1257,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,Y,12,3,3,80,3,0,12,2,2,11,7,0,10
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,541,Sales,3,Medical,Master's Degree,STAFF-481,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,Y,11,3,1,80,3,1,16,2,3,13,12,1,9
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,566,R&D,18,Life Sciences,Master's Degree,STAFF-407,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,Y,18,3,4,80,3,2,4,2,3,1,0,0,0
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,607,Sales,7,Marketing,Bachelor's Degree,STAFF-1362,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,No,Y,16,3,4,80,3,1,17,2,2,15,13,6,7
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,635,R&D,18,Medical,High School,STAFF-286,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,No,Y,13,3,1,80,3,0,8,2,3,8,7,1,1
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,688,R&D,4,Life Sciences,Associates Degree,STAFF-2025,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,No,Y,13,3,2,80,3,3,18,3,3,4,2,0,2
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,884,R&D,23,Medical,Associates Degree,STAFF-2061,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,No,Y,17,3,3,80,3,1,17,3,3,5,3,0,2
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1195,R&D,11,Life Sciences,Bachelor's Degree,STAFF-85,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,Y,13,3,3,80,3,0,6,3,3,6,3,0,5
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1213,HR,2,Human Resources,High School,STAFF-1890,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,No,Y,21,4,4,80,3,0,10,2,2,10,8,0,1
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1302,R&D,6,Life Sciences,Master's Degree,STAFF-1594,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,Y,13,3,4,80,3,1,9,3,3,3,2,0,2
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1467,Sales,11,Technical Degree,Associates Degree,STAFF-154,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,Y,14,3,3,80,3,1,10,6,3,9,8,2,7
-2,0,36,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1480,R&D,3,Medical,Associates Degree,STAFF-238,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,Y,12,3,3,80,3,0,13,3,2,8,2,7,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,132,R&D,6,Life Sciences,Bachelor's Degree,STAFF-97,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,Y,12,3,2,80,3,0,5,3,3,1,0,0,0
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,164,Sales,2,Medical,Associates Degree,STAFF-513,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,Y,13,3,2,80,3,2,10,2,3,10,0,9,9
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,172,R&D,4,Life Sciences,Master's Degree,STAFF-1435,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,No,Y,16,3,3,80,3,0,10,2,2,10,8,1,4
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,188,R&D,7,Other,Master's Degree,STAFF-949,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,No,Y,18,3,3,80,3,0,8,6,3,6,1,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,216,R&D,6,Medical,Associates Degree,STAFF-178,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,Y,20,4,4,80,3,2,7,0,3,3,1,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,311,R&D,7,Life Sciences,Bachelor's Degree,STAFF-1659,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,Y,11,3,3,80,3,0,15,4,3,4,3,1,3
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,325,R&D,10,Technical Degree,Master's Degree,STAFF-1312,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,Y,12,3,1,80,3,0,10,0,3,7,7,1,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,329,R&D,2,Life Sciences,Bachelor's Degree,STAFF-501,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,Y,13,3,2,80,3,1,6,3,3,2,2,2,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,329,Sales,16,Marketing,Master's Degree,STAFF-1436,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,Y,13,3,1,80,3,2,11,3,2,3,2,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,335,Sales,17,Marketing,Associates Degree,STAFF-1908,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,No,Y,16,3,3,80,3,2,12,1,1,4,3,1,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,363,R&D,1,Technical Degree,Bachelor's Degree,STAFF-1237,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,Y,21,4,3,80,3,1,17,2,3,7,7,7,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,429,R&D,2,Life Sciences,Master's Degree,STAFF-1294,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,Y,11,3,4,80,3,0,18,2,3,16,12,5,14
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,430,R&D,2,Other,Master's Degree,STAFF-1847,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Yes,Y,22,4,4,80,3,1,15,2,3,1,0,0,0
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,506,R&D,3,Technical Degree,Bachelor's Degree,STAFF-397,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,Y,12,3,4,80,3,0,10,2,3,8,7,7,0
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,530,Sales,2,Life Sciences,Master's Degree,STAFF-1710,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,Y,15,3,3,80,3,0,17,2,2,13,7,6,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,557,Sales,3,Medical,Bachelor's Degree,STAFF-2024,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,No,Y,19,3,3,80,3,2,10,2,3,9,4,3,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,559,R&D,12,Life Sciences,Master's Degree,STAFF-1614,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,Y,12,3,2,80,3,2,7,2,3,3,1,1,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,676,R&D,1,Other,Bachelor's Degree,STAFF-823,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,No,Y,15,3,1,80,3,1,10,2,3,9,5,0,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,711,R&D,5,Life Sciences,Master's Degree,STAFF-1651,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,Y,12,3,3,80,3,2,9,6,3,3,2,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,796,R&D,12,Medical,Doctoral Degree,STAFF-1073,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,Y,11,3,2,80,3,0,15,2,2,14,8,7,8
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,852,R&D,5,Life Sciences,Master's Degree,STAFF-51,1,51,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Yes,Y,14,3,4,80,3,1,6,3,4,1,0,0,1
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,884,Sales,1,Life Sciences,Master's Degree,STAFF-1585,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,Y,13,3,1,80,3,0,15,5,3,1,0,0,0
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,913,R&D,9,Medical,Associates Degree,STAFF-699,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,Y,11,3,3,80,3,1,13,2,3,3,2,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,917,R&D,6,Life Sciences,Master's Degree,STAFF-1221,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,Y,14,3,3,80,3,1,7,4,3,7,7,1,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,922,R&D,3,Life Sciences,Associates Degree,STAFF-155,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,Y,22,4,1,80,3,1,7,2,3,1,0,0,0
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,928,Sales,1,Life Sciences,Associates Degree,STAFF-857,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,Y,14,3,4,80,3,1,18,1,2,18,11,4,14
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,938,R&D,2,Medical,Master's Degree,STAFF-958,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,No,Y,21,4,3,80,3,0,16,6,3,11,9,3,8
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1040,R&D,3,Life Sciences,Associates Degree,STAFF-1664,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,Y,20,4,1,80,3,1,13,3,3,5,4,0,4
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1041,HR,13,Human Resources,Bachelor's Degree,STAFF-829,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,No,Y,13,3,2,80,3,1,8,2,3,5,4,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1120,Sales,11,Marketing,Master's Degree,STAFF-2045,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,No,Y,13,3,1,80,3,1,8,2,2,6,0,0,3
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1157,Sales,2,Life Sciences,Master's Degree,STAFF-1556,1,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,Y,21,4,4,80,3,0,7,3,2,3,2,1,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1174,Sales,3,Marketing,Master's Degree,STAFF-1425,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,Y,16,3,4,80,3,0,15,3,3,5,1,0,4
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1223,R&D,8,Technical Degree,Bachelor's Degree,STAFF-83,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,Y,13,3,2,80,3,3,17,2,3,17,8,12,14
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1266,Sales,10,Technical Degree,Master's Degree,STAFF-1880,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Yes,Y,13,3,1,80,3,1,10,4,3,10,7,1,9
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1278,HR,8,Life Sciences,Bachelor's Degree,STAFF-878,1,878,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,Y,21,4,3,80,3,0,6,3,3,5,3,0,4
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1299,R&D,27,Medical,Bachelor's Degree,STAFF-13,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,No,Y,13,3,2,80,3,2,17,3,2,7,7,7,7
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1351,R&D,26,Life Sciences,Master's Degree,STAFF-1682,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,Y,14,3,2,80,3,2,10,2,2,3,2,0,2
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1383,R&D,10,Life Sciences,Bachelor's Degree,STAFF-1790,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,Y,13,3,4,80,3,1,15,1,3,12,7,5,8
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1396,R&D,5,Life Sciences,Associates Degree,STAFF-304,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,No,Y,16,3,4,80,3,0,16,3,4,13,7,3,11
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1403,R&D,6,Life Sciences,Bachelor's Degree,STAFF-373,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,Y,11,3,3,80,3,1,16,4,3,15,11,10,13
-2,0,36,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,1425,R&D,14,Life Sciences,High School,STAFF-924,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Yes,Y,17,3,1,80,3,1,17,2,2,16,11,4,8
-2,0,36,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,318,R&D,9,Medical,Bachelor's Degree,STAFF-90,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Yes,Y,17,3,1,80,3,1,2,0,2,1,0,0,0
-2,0,36,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,530,Sales,3,Life Sciences,High School,STAFF-967,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,Y,11,3,1,80,3,1,16,6,3,16,7,3,7
-2,0,36,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,660,R&D,15,Other,Bachelor's Degree,STAFF-1052,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,Y,14,3,2,80,3,1,9,3,2,1,0,0,0
-2,0,36,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,885,R&D,16,Life Sciences,Master's Degree,STAFF-1042,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,Y,16,3,3,80,3,0,18,1,3,17,14,15,13
-2,0,36,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,1218,Sales,9,Life Sciences,Master's Degree,STAFF-27,1,27,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,No,Y,23,4,2,80,3,0,10,4,3,5,3,0,3
-2,0,36,Yes,1,100.00%,Travel_Rarely,35 - 44,Ex-Employees,0,1456,Sales,13,Marketing,Doctoral Degree,STAFF-1733,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,Y,13,3,2,80,3,3,16,3,3,2,2,2,2
-2,0,37,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,142,Sales,9,Medical,Master's Degree,STAFF-626,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,Y,13,3,4,80,3,1,9,6,3,9,7,7,5
-2,0,37,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,728,R&D,1,Medical,Master's Degree,STAFF-380,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,Y,18,3,1,80,3,2,15,2,3,5,2,0,2
-2,0,37,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1040,R&D,2,Life Sciences,Associates Degree,STAFF-139,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,Y,14,3,4,80,3,1,17,2,4,1,0,0,0
-2,0,37,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1063,R&D,25,Medical,Doctoral Degree,STAFF-529,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,Y,15,3,1,80,3,2,15,2,3,13,7,10,11
-2,0,37,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1252,Sales,19,Medical,Associates Degree,STAFF-904,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,Y,13,3,4,80,3,0,10,2,3,10,9,0,0
-2,0,37,No,0,0.00%,Non-Travel,35 - 44,Current Employees,1,1413,R&D,5,Technical Degree,Associates Degree,STAFF-1440,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,Y,14,3,1,80,3,0,7,2,1,6,3,1,5
-2,0,37,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,319,Sales,4,Marketing,Master's Degree,STAFF-311,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,No,Y,17,3,3,80,3,1,13,2,3,9,8,5,8
-2,0,37,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,663,R&D,11,Other,Bachelor's Degree,STAFF-306,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,Y,14,3,3,80,3,3,10,1,3,10,7,0,8
-2,0,37,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,889,R&D,9,Medical,Bachelor's Degree,STAFF-403,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,Y,12,3,3,80,3,3,4,3,2,4,2,1,2
-2,0,37,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1231,Sales,21,Medical,Associates Degree,STAFF-900,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,No,Y,15,3,2,80,3,1,10,3,3,5,0,0,4
-2,0,37,No,0,0.00%,Travel_Frequently,35 - 44,Current Employees,1,1278,Sales,1,Medical,Master's Degree,STAFF-1700,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,Y,14,3,3,80,3,2,6,2,2,6,3,1,3
-2,0,37,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,124,R&D,3,Other,Bachelor's Degree,STAFF-1062,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,Y,15,3,1,80,3,0,8,3,2,4,1,0,3
-2,0,37,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,161,R&D,10,Life Sciences,Bachelor's Degree,STAFF-2017,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Yes,Y,25,4,1,80,3,1,16,2,3,16,8,6,11
-2,0,37,No,0,0.00%,Travel_Rarely,35 - 44,Current Employees,1,228,Sales,6,Medical,Master's Degree,STAFF-378,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,Y,14,3,2,80,3,1,7,5,4,5,1,0,4
